member_id,first_name,surname,sex,email,city,year,month,order_count,meals_count,monthly_budget,total_expense,balance,commission
2,Landon,Bishop,F,La.Bi@gmail.com,Herzelia,2020,2,19,53,2137.48,500.0,-1637.48,158.43
69,Griff,Blackwell,M,Griff.Blackwell@walla.co.il,Ramat Hasharon,2020,2,15,23,1212.33,1000.0,-212.33,101.55
82,Misha,Ashley,M,Mi.As@hotmail.com,Ramat Hasharon,2020,2,23,51,2343.07,1000.0,-1343.07,203.98
174,Freyja,Molina,F,Fr.Mo@hotmail.com,Tel Aviv,2020,2,26,67,3012.48,600.0,-2412.48,226.11
177,Sydney,Wells,F,Sy.Wells@yahoo.com,Tel Aviv,2020,2,28,73,3322.73,500.0,-2822.73,266.57
7,Asia,Tang,F,Asia.Ta@hotmail.com,Herzelia,2020,2,28,65,2884.71,500.0,-2384.71,222.37
58,Colleen,Steele,F,Co.St@hotmail.com,Tel Aviv,2020,2,14,32,1456.89,800.0,-656.89,108.34
132,Yousuf,Banks,M,Yousuf.Ba@hotmail.com,Ramat Gan,2020,2,20,36,1692.14,800.0,-892.14,141.96
162,Christos,Rodriquez,M,Ch.Ro@yahoo.com,Ramat Hasharon,2020,2,25,60,2758.46,800.0,-1958.46,196.65
128,Parker,Drake,M,Parker.Dr@walla.co.il,Ramat Hasharon,2020,2,24,46,1820.92,800.0,-1020.92,146.09
59,Jaydon,Trujillo,M,Jaydon.Tr@walla.co.il,Tel Aviv,2020,2,33,77,3443.49,1000.0,-2443.49,245.45
22,Mikaela,Croft,F,Mi.Croft@gmail.com,Givatayim,2020,2,25,62,2930.44,1000.0,-1930.44,229.82
198,Drew,Begum,M,Drew.Begum@gmail.com,Ramat Hasharon,2020,2,29,68,2989.62,800.0,-2189.62,220.44
196,Juan,Barlow,M,Juan.Ba@yahoo.com,Herzelia,2020,2,26,66,2963.46,500.0,-2463.46,234.56
140,Florrie,Wilson,F,Fl.Wilson@walla.co.il,Tel Aviv,2020,2,18,45,2035.42,600.0,-1435.42,161.9
150,Lilly-Mae,Greer,F,Li.Gr@hotmail.com,Ramat Hasharon,2020,2,16,38,1898.82,800.0,-1098.82,147.18
161,Callen,Dodd,M,Ca.Dodd@hotmail.com,Ramat Hasharon,2020,2,26,65,2852.83,500.0,-2352.83,213.29
37,Robert,Mckee,M,Robert.Mckee@gmail.com,Herzelia,2020,2,25,55,2548.02,800.0,-1748.02,196.64
18,Rohan,Farrell,F,Ro.Fa@yahoo.com,Ramat Hasharon,2020,2,30,73,3184.58,800.0,-2384.58,249.83
78,Whitney,Farrington,M,Whitney.Farrington@yahoo.com,Ramat Hasharon,2020,2,19,37,1851.1,500.0,-1351.1,138.6
100,Patryk,Burgess,M,Patryk.Burgess@yahoo.com,Herzelia,2020,2,26,54,2504.1,600.0,-1904.1,188.5
117,Lillie,Barnard,F,Li.Barnard@hotmail.com,Herzelia,2020,2,26,55,2591.64,500.0,-2091.64,197.43
27,Seth,Calvert,M,Se.Ca@walla.co.il,Ramat Hasharon,2020,2,23,62,2772.52,1000.0,-1772.52,183.07
199,Nial,Meadows,M,Nial.Me@yahoo.com,Givatayim,2020,2,20,50,2267.9,500.0,-1767.9,165.95
143,Aman,Driscoll,M,Am.Dr@hotmail.com,Herzelia,2020,2,26,61,2577.44,800.0,-1777.44,188.4
51,Essa,Hope,M,Essa.Ho@walla.co.il,Herzelia,2020,2,32,82,3688.09,500.0,-3188.09,241.94
142,Atlanta,Cunningham,F,At.Cunningham@hotmail.com,Herzelia,2020,2,25,51,2186.25,600.0,-1586.25,165.93
113,Macie,Lara,F,Ma.La@gmail.com,Ramat Hasharon,2020,2,22,68,3018.95,1000.0,-2018.95,218.7
96,Presley,Yu,F,Pr.Yu@walla.co.il,Ramat Hasharon,2020,2,31,67,2945.62,800.0,-2145.62,239.61
147,Ahsan,Oneil,M,Ah.On@walla.co.il,Herzelia,2020,2,24,62,2819.13,500.0,-2319.13,237.18
153,Kaiya,Robin,M,Ka.Robin@walla.co.il,Givatayim,2020,2,23,61,3048.53,500.0,-2548.53,228.12
48,Kaison,Harvey,M,Kaison.Harvey@yahoo.com,Ramat Gan,2020,2,26,62,2795.85,600.0,-2195.85,211.73
160,Yu,Hudson,F,Yu.Hu@yahoo.com,Tel Aviv,2020,2,22,43,1985.7,800.0,-1185.7,146.0
50,Jayda,Lord,F,Jayda.Lord@walla.co.il,Tel Aviv,2020,2,23,53,2393.76,600.0,-1793.76,187.38
73,Sohaib,Walls,M,Sohaib.Walls@gmail.com,Givatayim,2020,2,27,74,3433.35,600.0,-2833.35,268.53
76,Christina,Blankenship,F,Christina.Bl@walla.co.il,Herzelia,2020,2,25,55,2718.45,500.0,-2218.45,207.46
88,Anayah,Lee,F,Anayah.Lee@hotmail.com,Herzelia,2020,2,26,53,2172.87,1000.0,-1172.87,166.5
144,Willie,Cairns,M,Willie.Ca@hotmail.com,Herzelia,2020,2,31,72,2936.22,600.0,-2336.22,215.02
97,Gabriel,Bannister,M,Ga.Bannister@gmail.com,Tel Aviv,2020,2,28,70,3383.45,800.0,-2583.45,258.05
167,Milan,Brookes,F,Mi.Br@gmail.com,Givatayim,2020,2,28,63,2803.76,500.0,-2303.76,210.04
104,Blake,Dyer,F,Blake.Dy@gmail.com,Ramat Hasharon,2020,2,22,51,2288.51,1000.0,-1288.51,174.14
71,Cecil,Hatfield,M,Ce.Ha@hotmail.com,Ramat Hasharon,2020,2,32,72,3356.26,500.0,-2856.26,253.63
21,Marlon,Day,M,Marlon.Day@gmail.com,Tel Aviv,2020,2,27,63,2551.39,600.0,-1951.39,204.82
31,Kaisha,Watkins,F,Kaisha.Watkins@walla.co.il,Ramat Gan,2020,2,14,34,1397.9,1000.0,-397.9,115.14
14,Clarke,Ponce,M,Clarke.Ponce@walla.co.il,Ramat Gan,2020,2,19,41,1808.81,600.0,-1208.81,141.95
12,Glyn,Cooper,M,Gl.Co@hotmail.com,Ramat Hasharon,2020,2,16,31,1504.62,500.0,-1004.62,112.85
187,Niyah,Whelan,M,Niyah.Whelan@yahoo.com,Ramat Hasharon,2020,2,25,62,2603.92,1000.0,-1603.92,204.72
94,Sayed,Irvine,M,Sayed.Ir@yahoo.com,Herzelia,2020,2,17,35,1497.54,600.0,-897.54,125.93
138,Jiya,Raymond,F,Ji.Ra@hotmail.com,Givatayim,2020,2,22,39,1934.01,600.0,-1334.01,157.38
183,Elijah,Beech,M,Elijah.Be@hotmail.com,Tel Aviv,2020,2,27,63,2854.81,500.0,-2354.81,226.36
89,Jerry,Smith,F,Jerry.Sm@gmail.com,Givatayim,2020,2,31,70,3055.7,500.0,-2555.7,233.6
3,Jia,Delarosa,M,Jia.De@gmail.com,Herzelia,2020,2,16,34,1572.6,500.0,-1072.6,109.61
122,Ellena,Castro,F,El.Ca@yahoo.com,Herzelia,2020,2,28,64,2731.9,800.0,-1931.9,201.68
108,Alexa,Stokes,F,Al.Stokes@yahoo.com,Tel Aviv,2020,2,26,48,2054.79,800.0,-1254.79,152.96
141,Chanel,Paine,F,Chanel.Paine@gmail.com,Ramat Gan,2020,2,35,76,3224.76,500.0,-2724.76,239.66
43,Simrah,Greig,F,Si.Greig@yahoo.com,Herzelia,2020,2,24,62,2765.55,600.0,-2165.55,214.8
42,Aahil,Redman,M,Aahil.Re@hotmail.com,Ramat Hasharon,2020,2,33,89,3865.45,1000.0,-2865.45,291.05
200,Diya,Myers,F,Diya.My@walla.co.il,Givatayim,2020,2,21,55,2298.5,600.0,-1698.5,198.62
139,Octavia,Hooper,F,Oc.Hooper@gmail.com,Ramat Gan,2020,2,22,63,2843.32,800.0,-2043.32,215.46
127,Tylor,Cochran,M,Ty.Cochran@gmail.com,Ramat Gan,2020,2,23,50,2226.79,800.0,-1426.79,159.46
38,Nathalie,Marshall,F,Na.Marshall@yahoo.com,Givatayim,2020,2,30,66,2894.98,600.0,-2294.98,204.45
17,Ellis,Coates,F,El.Co@gmail.com,Ramat Hasharon,2020,2,16,36,1434.41,500.0,-934.41,100.05
107,Anton,Ray,M,Anton.Ray@yahoo.com,Givatayim,2020,2,29,75,3517.97,1000.0,-2517.97,270.66
4,Valentina,Ratcliffe,F,Va.Ratcliffe@gmail.com,Herzelia,2020,2,30,72,3007.22,600.0,-2407.22,212.86
16,Sonia,Rosales,F,So.Ro@yahoo.com,Givatayim,2020,2,18,53,2197.1,500.0,-1697.1,156.58
95,Briony,Plummer,F,Br.Pl@yahoo.com,Herzelia,2020,2,24,61,2659.37,600.0,-2059.37,201.35
55,Yasir,Noel,M,Ya.Noel@walla.co.il,Givatayim,2020,2,25,60,2710.83,500.0,-2210.83,219.38
120,Bridget,Colley,F,Bridget.Co@gmail.com,Givatayim,2020,2,23,54,2675.51,800.0,-1875.51,196.74
179,Israel,Dunlap,M,Is.Du@walla.co.il,Ramat Gan,2020,2,17,43,1932.21,500.0,-1432.21,146.69
99,Osian,England,M,Os.England@hotmail.com,Herzelia,2020,2,22,50,2224.2,500.0,-1724.2,169.57
75,Bridie,Morales,F,Bridie.Morales@yahoo.com,Ramat Gan,2020,2,29,67,3016.8,800.0,-2216.8,230.82
54,Cavan,Bates,M,Ca.Ba@walla.co.il,Ramat Hasharon,2020,2,26,66,2813.14,800.0,-2013.14,202.73
125,Maheen,Marin,M,Maheen.Ma@hotmail.com,Herzelia,2020,2,21,44,1924.82,500.0,-1424.82,140.28
10,Mahad,Ware,M,Ma.Ware@walla.co.il,Givatayim,2020,2,21,47,2348.75,600.0,-1748.75,194.81
124,Imogen,Lynch,F,Im.Ly@hotmail.com,Ramat Hasharon,2020,2,30,72,3306.7,1000.0,-2306.7,266.29
163,Aman,Mccoy,F,Aman.Mc@hotmail.com,Herzelia,2020,2,31,71,3095.15,500.0,-2595.15,240.18
189,Nelson,Esparza,M,Nelson.Esparza@yahoo.com,Herzelia,2020,2,31,68,3022.15,500.0,-2522.15,208.78
136,Shanay,Reyna,M,Sh.Reyna@yahoo.com,Givatayim,2020,2,27,63,2773.04,500.0,-2273.04,189.59
72,Nichole,Edge,F,Nichole.Edge@gmail.com,Givatayim,2020,2,27,68,3141.02,600.0,-2541.02,245.67
45,Jaime,Britton,M,Jaime.Britton@walla.co.il,Tel Aviv,2020,2,28,69,3287.52,800.0,-2487.52,253.8
49,Blane,Compton,M,Bl.Co@gmail.com,Ramat Hasharon,2020,2,19,46,2219.9,800.0,-1419.9,178.28
137,Terrence,Payne,M,Te.Pa@hotmail.com,Tel Aviv,2020,2,27,55,2838.62,800.0,-2038.62,204.82
175,Sadie,Waller,F,Sadie.Wa@gmail.com,Ramat Gan,2020,2,22,46,2061.06,1000.0,-1061.06,153.72
157,Lynn,Mackie,F,Lynn.Ma@yahoo.com,Herzelia,2020,2,27,60,2811.88,1000.0,-1811.88,226.65
154,Daanyal,Holding,M,Da.Ho@walla.co.il,Ramat Hasharon,2020,2,23,49,2304.02,1000.0,-1304.02,171.88
24,Amy-Louise,Mayo,F,Am.Mayo@gmail.com,Herzelia,2020,2,22,58,2664.77,500.0,-2164.77,214.32
178,Jill,Frame,M,Jill.Fr@gmail.com,Tel Aviv,2020,2,25,54,2495.77,500.0,-1995.77,203.45
63,Lorena,Dunkley,M,Lo.Dunkley@walla.co.il,Givatayim,2020,2,29,75,3277.04,500.0,-2777.04,246.18
5,Stacie,Patel,F,St.Patel@hotmail.com,Ramat Hasharon,2020,2,23,49,2315.27,500.0,-1815.27,187.86
85,Milly,Cash,F,Mi.Cash@gmail.com,Ramat Gan,2020,2,25,66,2795.98,600.0,-2195.98,236.44
33,Elspeth,Zuniga,F,El.Zu@gmail.com,Ramat Hasharon,2020,2,17,32,1479.8,500.0,-979.8,120.71
9,Maison,Watt,M,Maison.Watt@gmail.com,Ramat Gan,2020,2,20,61,2708.99,500.0,-2208.99,225.0
28,Cassidy,Villa,F,Cassidy.Villa@walla.co.il,Tel Aviv,2020,2,29,60,2723.18,600.0,-2123.18,197.45
170,Acacia,Slater,F,Ac.Slater@walla.co.il,Tel Aviv,2020,2,21,45,1912.23,500.0,-1412.23,143.8
91,Leo,Walton,M,Leo.Walton@hotmail.com,Givatayim,2020,2,29,65,2814.49,1000.0,-1814.49,228.35
164,Danyal,Brennan,M,Da.Brennan@gmail.com,Ramat Hasharon,2020,2,24,51,2285.09,500.0,-1785.09,159.88
118,Amar,Hewitt,M,Amar.He@gmail.com,Herzelia,2020,2,29,70,3374.31,600.0,-2774.31,258.26
156,Amara,Shelton,M,Am.Sh@yahoo.com,Givatayim,2020,2,17,45,2046.04,600.0,-1446.04,163.78
129,Bobbie,Cochran,F,Bo.Cochran@gmail.com,Herzelia,2020,2,24,56,2556.16,800.0,-1756.16,188.65
119,Steffan,Mata,M,St.Ma@walla.co.il,Ramat Gan,2020,2,24,50,2200.95,500.0,-1700.95,174.04
30,Anisah,Downs,F,An.Do@yahoo.com,Ramat Hasharon,2020,2,27,55,2540.43,1000.0,-1540.43,186.37
74,Lani,O'Reilly,M,Lani.O@walla.co.il,Herzelia,2020,2,21,49,2347.64,600.0,-1747.64,178.21
197,Natalia,Daniel,F,Natalia.Da@gmail.com,Herzelia,2020,2,20,53,2541.67,500.0,-2041.67,182.52
111,Barbara,Hayward,F,Barbara.Ha@hotmail.com,Ramat Gan,2020,2,17,42,1869.81,800.0,-1069.81,151.41
182,Micah,Tucker,M,Mi.Tu@yahoo.com,Ramat Gan,2020,2,20,42,1918.03,800.0,-1118.03,159.76
80,Sioned,Russell,F,Sioned.Russell@walla.co.il,Ramat Hasharon,2020,2,28,58,2675.65,1000.0,-1675.65,199.74
188,Darlene,Perry,F,Da.Perry@hotmail.com,Ramat Gan,2020,2,15,29,1352.59,800.0,-552.59,96.82
26,Estelle,Doherty,F,Estelle.Do@hotmail.com,Herzelia,2020,2,27,64,2810.96,1000.0,-1810.96,204.44
29,Madison,Sanchez,F,Madison.Sanchez@hotmail.com,Ramat Hasharon,2020,2,23,49,2055.19,800.0,-1255.19,166.23
6,Fallon,Case,M,Fa.Case@walla.co.il,Ramat Hasharon,2020,2,26,68,3376.54,600.0,-2776.54,265.94
103,Gregor,Bishop,M,Gr.Bishop@hotmail.com,Givatayim,2020,2,23,48,2124.16,800.0,-1324.16,157.27
149,Zoey,Hendricks,F,Zoey.He@hotmail.com,Herzelia,2020,2,20,51,2249.94,600.0,-1649.94,195.57
172,Frances,Major,M,Fr.Major@gmail.com,Givatayim,2020,2,23,52,2338.09,600.0,-1738.09,171.54
109,Simon,Mccormick,M,Si.Mc@walla.co.il,Herzelia,2020,2,12,28,1336.38,800.0,-536.38,112.69
83,Tony,Francis,M,To.Francis@gmail.com,Givatayim,2020,2,14,32,1397.5,600.0,-797.5,122.38
112,Faith,Owen,F,Fa.Ow@yahoo.com,Ramat Hasharon,2020,2,25,67,2873.0,1000.0,-1873.0,227.06
93,Alexandru,Holmes,M,Al.Ho@hotmail.com,Givatayim,2020,2,22,45,2033.0,600.0,-1433.0,171.3
87,Mason,Booth,M,Ma.Bo@yahoo.com,Ramat Gan,2020,2,19,46,2172.37,600.0,-1572.37,153.92
105,Bonita,Benton,F,Bo.Benton@hotmail.com,Tel Aviv,2020,2,18,43,1804.58,1000.0,-804.58,133.93
25,Safwan,Flowers,M,Sa.Flowers@hotmail.com,Tel Aviv,2020,2,19,40,1779.94,600.0,-1179.94,130.84
1,Ollie,Kinney,M,Ol.Kinney@walla.co.il,Herzelia,2020,2,16,38,1588.05,1000.0,-588.05,110.53
81,Daniel,Calderon,M,Daniel.Ca@walla.co.il,Givatayim,2020,2,18,49,2130.51,500.0,-1630.51,173.96
158,Kristi,Faulkner,M,Kr.Fa@walla.co.il,Givatayim,2020,2,24,55,2559.83,1000.0,-1559.83,194.34
64,Jody,Horn,F,Jo.Ho@walla.co.il,Ramat Gan,2020,2,24,52,2216.9,600.0,-1616.9,171.54
131,Jun,Barnard,M,Ju.Ba@hotmail.com,Ramat Hasharon,2020,2,21,45,2169.84,1000.0,-1169.84,167.35
35,Ines,Lott,M,Ines.Lo@hotmail.com,Givatayim,2020,2,20,54,2083.72,1000.0,-1083.72,175.46
106,Simeon,Guevara,M,Simeon.Gu@walla.co.il,Ramat Hasharon,2020,2,19,34,1479.9,1000.0,-479.9,111.53
135,Cynthia,Frye,F,Cy.Fr@walla.co.il,Ramat Gan,2020,2,20,49,2224.3,1000.0,-1224.3,161.32
181,Armaan,Weston,M,Ar.Weston@hotmail.com,Tel Aviv,2020,2,21,45,1992.94,600.0,-1392.94,161.89
8,Jadine,Holt,F,Ja.Holt@yahoo.com,Givatayim,2020,2,35,84,3591.21,600.0,-2991.21,278.67
79,Danny,Ortiz,M,Danny.Or@hotmail.com,Ramat Hasharon,2020,2,19,39,1718.9,600.0,-1118.9,124.76
102,Wren,Arnold,F,Wren.Arnold@yahoo.com,Ramat Hasharon,2020,2,23,51,2338.69,1000.0,-1338.69,152.78
159,Kaden,Oneal,M,Ka.Oneal@walla.co.il,Ramat Hasharon,2020,2,24,59,2820.5,800.0,-2020.5,227.11
65,Carmen,Calvert,F,Carmen.Ca@hotmail.com,Tel Aviv,2020,2,28,64,3008.79,1000.0,-2008.79,215.26
110,Danyl,Martins,M,Da.Martins@yahoo.com,Givatayim,2020,2,18,40,1750.32,800.0,-950.32,131.39
114,Matthias,Norton,M,Matthias.No@yahoo.com,Givatayim,2020,2,25,60,2651.05,1000.0,-1651.05,202.75
98,Amina,Hogan,F,Am.Ho@yahoo.com,Givatayim,2020,2,22,44,1938.6,800.0,-1138.6,162.45
44,Evie,Berg,F,Ev.Be@gmail.com,Herzelia,2020,2,23,45,1798.42,600.0,-1198.42,119.86
41,Hadi,Gardiner,M,Hadi.Ga@hotmail.com,Herzelia,2020,2,19,51,2468.97,500.0,-1968.97,193.22
66,Kamron,Goodwin,M,Ka.Goodwin@hotmail.com,Ramat Hasharon,2020,2,24,55,2262.82,800.0,-1462.82,181.1
60,Bryson,Lynch,M,Bryson.Ly@hotmail.com,Tel Aviv,2020,2,27,69,3225.67,800.0,-2425.67,241.55
39,Alyx,Conway,M,Alyx.Conway@walla.co.il,Tel Aviv,2020,2,25,52,2349.43,800.0,-1549.43,183.65
32,Fox,Hunt,M,Fox.Hu@walla.co.il,Herzelia,2020,2,25,61,2655.27,500.0,-2155.27,194.71
165,Frankie,Huff,F,Frankie.Huff@walla.co.il,Ramat Hasharon,2020,2,15,35,1468.36,1000.0,-468.36,107.04
70,Ari,Barr,M,Ar.Barr@yahoo.com,Ramat Hasharon,2020,2,27,60,2851.81,500.0,-2351.81,223.9
121,Princess,Timms,F,Pr.Ti@gmail.com,Tel Aviv,2020,2,23,45,1767.95,800.0,-967.95,132.19
101,Yaqub,Reese,M,Ya.Reese@gmail.com,Tel Aviv,2020,2,28,58,2425.09,500.0,-1925.09,191.76
180,Bilaal,Berry,M,Bilaal.Berry@yahoo.com,Ramat Gan,2020,2,20,49,2195.48,1000.0,-1195.48,151.53
155,Axl,Bull,M,Axl.Bull@walla.co.il,Ramat Hasharon,2020,2,25,53,2157.84,600.0,-1557.84,157.16
148,Nora,Xiong,M,Nora.Xiong@walla.co.il,Herzelia,2020,2,30,62,2677.77,1000.0,-1677.77,202.34
116,Tess,Dorsey,F,Tess.Dorsey@yahoo.com,Ramat Hasharon,2020,2,23,52,2409.15,500.0,-1909.15,172.01
13,Jed,Fuentes,M,Je.Fu@hotmail.com,Givatayim,2020,2,28,64,2875.62,1000.0,-1875.62,237.16
123,Romy,Neal,F,Romy.Neal@walla.co.il,Tel Aviv,2020,2,26,66,3170.32,600.0,-2570.32,251.28
20,Adelina,Ashley,F,Ad.As@hotmail.com,Herzelia,2020,2,18,32,1528.86,800.0,-728.86,113.1
194,Shannon,Harwood,F,Shannon.Ha@walla.co.il,Givatayim,2020,2,19,46,1942.89,800.0,-1142.89,143.77
184,Farah,Sutton,F,Farah.Sutton@yahoo.com,Tel Aviv,2020,2,26,53,2578.28,500.0,-2078.28,195.31
151,Arisha,Irving,F,Ar.Irving@walla.co.il,Ramat Hasharon,2020,2,25,57,2322.56,500.0,-1822.56,161.2
168,Manveer,Knight,F,Manveer.Kn@hotmail.com,Herzelia,2020,2,29,64,2752.9,800.0,-1952.9,220.48
52,Franklyn,Findlay,M,Franklyn.Findlay@yahoo.com,Tel Aviv,2020,2,17,40,1971.39,800.0,-1171.39,148.56
92,Sofia,Calhoun,F,So.Calhoun@walla.co.il,Ramat Gan,2020,2,26,56,2230.64,500.0,-1730.64,184.94
40,Mairead,Acevedo,F,Ma.Acevedo@walla.co.il,Herzelia,2020,2,21,47,2098.43,600.0,-1498.43,174.92
61,Kiki,Schneider,F,Kiki.Sc@hotmail.com,Herzelia,2020,2,27,62,2816.26,600.0,-2216.26,207.34
166,Luka,Holder,F,Luka.Ho@yahoo.com,Givatayim,2020,2,19,35,1446.93,500.0,-946.93,106.31
134,Brandi,Travis,F,Brandi.Travis@hotmail.com,Tel Aviv,2020,2,23,48,2125.67,600.0,-1525.67,176.69
23,Isla-Rose,Heaton,F,Isla-Rose.He@gmail.com,Ramat Hasharon,2020,2,21,46,2164.22,800.0,-1364.22,173.12
186,Ariya,Armstrong,F,Ariya.Armstrong@gmail.com,Givatayim,2020,2,27,72,3128.68,600.0,-2528.68,236.34
152,Keir,Broughton,F,Ke.Broughton@hotmail.com,Givatayim,2020,2,23,44,1945.74,600.0,-1345.74,143.02
36,Sarah,Crossley,F,Sarah.Cr@hotmail.com,Tel Aviv,2020,2,27,59,2520.11,600.0,-1920.11,159.87
171,Hanna,Shelton,F,Hanna.Shelton@walla.co.il,Givatayim,2020,2,31,67,3296.98,600.0,-2696.98,253.03
56,Kyra,Mccann,F,Ky.Mc@walla.co.il,Tel Aviv,2020,2,18,36,1526.03,500.0,-1026.03,118.81
90,Joss,Brandt,F,Joss.Brandt@walla.co.il,Tel Aviv,2020,2,25,56,2523.52,800.0,-1723.52,203.32
34,Leoni,Lindsay,F,Leoni.Lindsay@yahoo.com,Ramat Gan,2020,2,14,37,1620.22,800.0,-820.22,125.31
46,Mariyah,Green,F,Ma.Green@walla.co.il,Herzelia,2020,2,22,57,2593.81,1000.0,-1593.81,171.17
173,Renzo,Henderson,M,Re.Henderson@walla.co.il,Ramat Gan,2020,2,24,57,2696.97,1000.0,-1696.97,200.81
57,Kya,Melton,M,Kya.Me@gmail.com,Herzelia,2020,2,25,59,2760.83,500.0,-2260.83,220.52
15,Krystal,Bridges,F,Krystal.Bridges@hotmail.com,Herzelia,2020,2,16,34,1525.43,500.0,-1025.43,116.26
190,Kristina,Hutchinson,F,Kr.Hutchinson@yahoo.com,Ramat Gan,2020,2,26,61,2736.26,1000.0,-1736.26,208.45
146,Tiya,Warren,F,Tiya.Warren@gmail.com,Tel Aviv,2020,2,24,52,2232.27,600.0,-1632.27,164.57
11,Louisa,Grant,F,Lo.Gr@gmail.com,Ramat Gan,2020,2,21,41,1988.35,600.0,-1388.35,151.14
185,Subhaan,Washington,M,Su.Wa@hotmail.com,Givatayim,2020,2,24,49,2176.85,500.0,-1676.85,165.86
145,Taran,Samuels,F,Ta.Samuels@hotmail.com,Herzelia,2020,2,27,64,2878.31,600.0,-2278.31,230.9
62,Janine,Coulson,F,Ja.Coulson@gmail.com,Herzelia,2020,2,22,49,2297.6,500.0,-1797.6,176.84
86,Keir,Ewing,M,Keir.Ewing@walla.co.il,Ramat Hasharon,2020,2,24,49,2095.96,800.0,-1295.96,180.64
169,Emaan,Greenaway,M,Emaan.Greenaway@gmail.com,Herzelia,2020,2,18,41,1789.88,500.0,-1289.88,130.11
47,Joyce,Newton,F,Joyce.Ne@gmail.com,Herzelia,2020,3,23,51,2401.99,500.0,-1901.99,183.57
126,Macey,Almond,M,Macey.Almond@yahoo.com,Tel Aviv,2020,3,24,58,2467.47,1000.0,-1467.47,185.37
68,Aydin,Hirst,M,Aydin.Hirst@hotmail.com,Tel Aviv,2020,3,27,64,2915.54,1000.0,-1915.54,203.16
53,Lilly-Ann,Frey,F,Li.Fr@hotmail.com,Tel Aviv,2020,3,23,58,2384.26,1000.0,-1384.26,188.38
115,Rami,Sexton,M,Rami.Sexton@hotmail.com,Ramat Gan,2020,3,30,67,3099.24,600.0,-2499.24,236.73
193,Mira,Kent,M,Mi.Kent@walla.co.il,Tel Aviv,2020,3,30,65,3004.88,500.0,-2504.88,241.31
192,Amrit,Haworth,M,Am.Ha@hotmail.com,Givatayim,2020,3,24,48,2050.24,1000.0,-1050.24,159.92
19,Nico,Hastings,M,Ni.Hastings@walla.co.il,Givatayim,2020,3,24,55,2438.26,1000.0,-1438.26,181.46
176,Amman,Zavala,F,Am.Zavala@gmail.com,Givatayim,2020,3,23,50,2173.64,600.0,-1573.64,158.34
130,Haleemah,Davidson,F,Haleemah.Da@yahoo.com,Tel Aviv,2020,3,30,73,3269.14,1000.0,-2269.14,257.46
84,Simone,Morse,F,Si.Mo@hotmail.com,Givatayim,2020,3,23,59,2676.85,500.0,-2176.85,213.86
195,Samuel,Huerta,M,Sa.Huerta@gmail.com,Ramat Gan,2020,3,28,72,3288.51,800.0,-2488.51,260.42
191,Kara,Thompson,F,Kara.Thompson@gmail.com,Ramat Gan,2020,3,19,36,1708.46,800.0,-908.46,144.97
77,Claude,Patel,M,Cl.Pa@yahoo.com,Tel Aviv,2020,3,35,77,3510.02,600.0,-2910.02,279.17
133,Liyana,Stanton,F,Li.Stanton@hotmail.com,Ramat Gan,2020,3,17,40,1480.03,800.0,-680.03,111.03
67,Campbell,Alvarez,M,Campbell.Alvarez@hotmail.com,Givatayim,2020,3,25,59,2558.96,600.0,-1958.96,202.19
2,Landon,Bishop,F,La.Bi@gmail.com,Herzelia,2020,3,19,45,2139.9,500.0,-1639.9,162.58
69,Griff,Blackwell,M,Griff.Blackwell@walla.co.il,Ramat Hasharon,2020,3,28,64,2843.88,1000.0,-1843.88,227.06
82,Misha,Ashley,M,Mi.As@hotmail.com,Ramat Hasharon,2020,3,28,58,2679.18,1000.0,-1679.18,215.17
177,Sydney,Wells,F,Sy.Wells@yahoo.com,Tel Aviv,2020,3,34,68,3026.73,500.0,-2526.73,220.55
174,Freyja,Molina,F,Fr.Mo@hotmail.com,Tel Aviv,2020,3,27,64,2893.02,600.0,-2293.02,222.24
7,Asia,Tang,F,Asia.Ta@hotmail.com,Herzelia,2020,3,37,90,3720.9,500.0,-3220.9,292.93
58,Colleen,Steele,F,Co.St@hotmail.com,Tel Aviv,2020,3,24,60,2872.0,800.0,-2072.0,235.24
132,Yousuf,Banks,M,Yousuf.Ba@hotmail.com,Ramat Gan,2020,3,30,61,2576.85,800.0,-1776.85,203.29
162,Christos,Rodriquez,M,Ch.Ro@yahoo.com,Ramat Hasharon,2020,3,33,74,3331.43,800.0,-2531.43,262.22
128,Parker,Drake,M,Parker.Dr@walla.co.il,Ramat Hasharon,2020,3,31,72,3260.55,800.0,-2460.55,238.64
59,Jaydon,Trujillo,M,Jaydon.Tr@walla.co.il,Tel Aviv,2020,3,30,62,2923.13,1000.0,-1923.13,245.82
22,Mikaela,Croft,F,Mi.Croft@gmail.com,Givatayim,2020,3,27,62,2791.66,1000.0,-1791.66,197.43
198,Drew,Begum,M,Drew.Begum@gmail.com,Ramat Hasharon,2020,3,24,60,2772.9,800.0,-1972.9,205.88
196,Juan,Barlow,M,Juan.Ba@yahoo.com,Herzelia,2020,3,22,48,2125.01,500.0,-1625.01,160.42
140,Florrie,Wilson,F,Fl.Wilson@walla.co.il,Tel Aviv,2020,3,24,53,2345.29,600.0,-1745.29,191.65
150,Lilly-Mae,Greer,F,Li.Gr@hotmail.com,Ramat Hasharon,2020,3,21,48,2134.52,800.0,-1334.52,167.88
161,Callen,Dodd,M,Ca.Dodd@hotmail.com,Ramat Hasharon,2020,3,23,55,2717.47,500.0,-2217.47,208.85
